candidate_id,variant,quantile,window,start,end,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
current_70_20_10__q85,current_70_20_10,0.85,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,117,90.0,1.3,0.10261189177808872,0.48609818382425574,0.5213675213675214,1.1383916915908576,10.175348749230382,-0.14640223885850723,1.151884707631767
current_70_20_10__q85,current_70_20_10,0.85,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,264,183.0,1.4426229508196722,0.18660162112896628,0.40670760950584506,0.5189393939393939,1.1090951165223615,8.261579060794356,-0.18587845503902745,1.001129005635872
current_70_20_10__q85,current_70_20_10,0.85,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,562,365.0,1.5397260273972602,0.5460698591717599,0.5460698591717599,0.5320284697508897,1.128911258263113,9.55401628153626,-0.3527963722898678,1.1903456609193692
current_70_20_10__q90,current_70_20_10,0.9,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.011725382423568353,0.8364572277708477,0.5,1.1745497150092081,18.306856395894762,-0.04138442440370926,1.2765158555188698
current_70_20_10__q90,current_70_20_10,0.9,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,39,30.0,1.3,0.11347916309870154,2.6979878614774724,0.5897435897435898,1.3590568291819205,30.170957700500754,-0.08266989303973615,2.852759119140071
current_70_20_10__q90,current_70_20_10,0.9,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,89,90.0,0.9888888888888889,-0.0004490507765322338,-0.0018199013560217248,0.4943820224719101,1.0223309742389295,1.7155130478807594,-0.14447401884259292,0.17210027937942288
current_70_20_10__q90,current_70_20_10,0.9,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,209,183.0,1.1420765027322404,0.0646599826844465,0.13311285748031,0.5023923444976076,1.0605819086975872,4.942682224190707,-0.25536532003322876,0.5095649681215333
current_70_20_10__q90,current_70_20_10,0.9,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,474,365.0,1.2986301369863014,0.6036613581075916,0.6036613581075916,0.5232067510548524,1.1529583645623913,12.00766799300449,-0.2610289519102019,1.2895931403898713
current_70_20_10__q95,current_70_20_10,0.95,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.023510109988154948,2.3591767166661652,0.625,1.309035375041447,33.10613910469535,-0.04057123522479511,2.2260575252153436
current_70_20_10__q95,current_70_20_10,0.95,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,31,30.0,1.0333333333333334,0.15668363705929922,4.876393480477956,0.6451612903225806,1.6728357101505495,49.75368583774628,-0.07908712568689402,4.079661035799807
current_70_20_10__q95,current_70_20_10,0.95,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,69,90.0,0.7666666666666667,0.04381825616548474,0.18996522305131225,0.5072463768115942,1.1071609160518547,8.118925225920687,-0.12157331012513717,0.6887093071285144
current_70_20_10__q95,current_70_20_10,0.95,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,134,183.0,0.73224043715847,0.08253663878582973,0.17137782226447307,0.5,1.0984216310026562,8.02773490832091,-0.12157331012513661,0.634438759577609
