label,trade_no,signal_ts,entry_ts,exit_ts,reason,bars_held,entry_price,exit_price,net_ret_1x,net_ret_3x,mae_1x,mfe_1x,trigger_atr,lock_atr,trail_atr,max_hold_bars
fixed_tp25_3x,1,2025-06-02 21:35:00+00:00,2025-06-02 21:40:00+00:00,2025-06-02 22:00:00+00:00,target,5,35.58313978500001,36.16429178104611,0.015496134274602754,0.04648840282380826,-0.004577862925331592,0.01640833885170867,,,,
fixed_tp25_3x,2,2025-06-03 00:45:00+00:00,2025-06-03 00:50:00+00:00,2025-06-03 03:50:00+00:00,time_open,37,36.461080806,35.96949344,-0.014306255089924119,-0.042918765269772355,-0.021727271601694423,0.0063058798290522855,,,,
fixed_tp25_3x,3,2025-06-03 05:55:00+00:00,2025-06-03 06:00:00+00:00,2025-06-03 09:00:00+00:00,time_open,37,36.275882301,36.426614088,0.0033241059043635436,0.009972317713090631,-0.014553043852330598,0.007335940082501047,,,,
fixed_tp25_3x,4,2025-06-03 11:10:00+00:00,2025-06-03 11:15:00+00:00,2025-06-03 14:15:00+00:00,time_open,37,37.683390939000006,37.390868584,-0.008588737313778872,-0.025766211941336617,-0.015471452243486021,0.008242598483315655,,,,
fixed_tp25_3x,5,2025-06-09 20:55:00+00:00,2025-06-09 21:00:00+00:00,2025-06-09 22:00:00+00:00,target,13,38.03076327000001,38.603630510074716,0.0142276903055964,0.042683070916789204,-0.0018809287534841273,0.020910354187587465,,,,
fixed_tp25_3x,6,2025-06-09 23:25:00+00:00,2025-06-09 23:30:00+00:00,2025-06-10 00:25:00+00:00,target,12,38.489254704000004,39.06903049152757,0.014227746718657884,0.042683240155973655,-0.0026296874176681287,0.0161537369528586,,,,
fixed_tp25_3x,7,2025-06-10 00:40:00+00:00,2025-06-10 00:45:00+00:00,2025-06-10 02:00:00+00:00,target,16,38.767552998000006,39.41867106627719,0.01595915187490664,0.04787745562471993,-0.005716853017712646,0.017964688202939172,,,,
fixed_tp25_3x,8,2025-06-10 11:35:00+00:00,2025-06-10 11:40:00+00:00,2025-06-10 14:40:00+00:00,time_open,37,41.646638946,40.102584288,-0.0378890815202644,-0.11366724456079319,-0.03940073526766298,0.00548330092846383,,,,
fixed_tp25_3x,9,2025-06-13 23:15:00+00:00,2025-06-13 23:20:00+00:00,2025-06-14 02:20:00+00:00,time_open,37,42.046067073,41.902059224,-0.0042529040536935046,-0.012758712161080514,-0.012355542062663887,0.014744135900360611,,,,
fixed_tp25_3x,10,2025-06-16 05:40:00+00:00,2025-06-16 05:45:00+00:00,2025-06-16 06:15:00+00:00,target,7,43.479603609,44.07605804578135,0.01288301743459912,0.038649052303797365,-0.0017855019822026346,0.01955851296730704,,,,
fixed_tp25_3x,11,2025-06-16 06:55:00+00:00,2025-06-16 07:00:00+00:00,2025-06-16 10:00:00+00:00,time_open,37,44.37556394400001,44.500745095999996,0.001990455497046504,0.005971366491139512,-0.008066709280990863,0.011547708027928705,,,,
