trade_no,signal_ts,entry_ts,exit_ts,side,reason,bars_held,entry_price,exit_price,net_ret_1x,net_ret_levered,mae_1x,mfe_1x
123,2026-02-02 22:35:00+00:00,2026-02-02 22:40:00+00:00,2026-02-03 01:00:00+00:00,1,target,29,33.536946573,34.290997006895275,0.021645524833803793,0.06493657450141138,-0.012727844686155192,0.024332967380429116
124,2026-02-03 01:30:00+00:00,2026-02-03 01:35:00+00:00,2026-02-03 01:50:00+00:00,1,target,4,34.30677171000001,35.12372049630288,0.022973850587040257,0.06892155176112078,-0.006296057313563545,0.03545155167268277
125,2026-02-03 02:55:00+00:00,2026-02-03 03:00:00+00:00,2026-02-03 03:30:00+00:00,1,target,7,35.892471342,36.937041575862864,0.02826137667980181,0.08478413003940544,-0.007560208340962952,0.039215150291224354
126,2026-02-03 04:20:00+00:00,2026-02-03 04:25:00+00:00,2026-02-03 07:25:00+00:00,1,time_open,37,37.613315829,37.08978912,-0.014742204567824506,-0.04422661370347352,-0.024430513385897426,0.014986292980992522
127,2026-02-03 07:30:00+00:00,2026-02-03 07:35:00+00:00,2026-02-03 08:25:00+00:00,1,target,11,37.213887702,37.95962068263904,0.019201472332869632,0.057604416998608896,-0.009762991288816652,0.020801704573274016
128,2026-02-03 09:55:00+00:00,2026-02-03 10:00:00+00:00,2026-02-03 13:00:00+00:00,1,time_open,37,37.106772891000006,36.088524856,-0.028258972996509268,-0.0847769189895278,-0.03832614704240746,0.0020542640348679697
129,2026-02-03 18:45:00+00:00,2026-02-03 18:50:00+00:00,2026-02-03 18:55:00+00:00,-1,target,2,33.073474043000004,32.46447258756694,0.01759190473350628,0.05277571420051884,-0.0021842352275498614,0.02036296647048319
130,2026-02-03 19:05:00+00:00,2026-02-03 19:10:00+00:00,2026-02-03 19:10:00+00:00,-1,stop_market,1,33.041508379,33.83500215107366,-0.024854339704400118,-0.07456301911320035,-0.03420523794538256,-0.0004991182851228348
131,2026-02-04 00:30:00+00:00,2026-02-04 00:35:00+00:00,2026-02-04 01:10:00+00:00,-1,stop_market,8,33.158382838,33.68263113235934,-0.016646308703589238,-0.04993892611076771,-0.02069964219448718,0.007792383581019857
132,2026-02-05 04:25:00+00:00,2026-02-05 04:30:00+00:00,2026-02-05 06:05:00+00:00,-1,target,20,33.778716505,33.37283232212839,0.011191634044208313,0.03357490213262494,-0.008623484016121468,0.01269191222634336
133,2026-02-05 13:55:00+00:00,2026-02-05 14:00:00+00:00,2026-02-05 14:20:00+00:00,-1,target,5,32.558027711,32.14261124939858,0.011935231866141085,0.035805695598423254,-0.011348133453600766,0.016218049683077163
134,2026-02-05 14:40:00+00:00,2026-02-05 14:45:00+00:00,2026-02-05 14:55:00+00:00,-1,target,3,32.389209048,31.930562867668467,0.013337011680433523,0.04001103504130057,-0.004576261916822381,0.015073200684724508
135,2026-02-05 15:15:00+00:00,2026-02-05 15:20:00+00:00,2026-02-05 15:25:00+00:00,-1,target,2,32.162452619,31.614639864365728,0.01621041989666885,0.04863125969000655,-0.006308098084671713,0.018451721516082986
136,2026-02-05 15:25:00+00:00,2026-02-05 15:30:00+00:00,2026-02-05 15:40:00+00:00,-1,stop_market,3,31.555105002999998,32.35384704613635,-0.026152428042684514,-0.07845728412805354,-0.027031432097106137,0.0057710155926492535
137,2026-02-05 15:40:00+00:00,2026-02-05 15:45:00+00:00,2026-02-05 16:00:00+00:00,-1,target,4,32.129488028000004,31.46257257258918,0.019936398850865854,0.05980919655259756,-0.004445599242019164,0.02541241949726858
138,2026-02-06 04:20:00+00:00,2026-02-06 04:25:00+00:00,2026-02-06 07:25:00+00:00,1,time_open,37,35.274809301000005,33.561857992,-0.04936937282456918,-0.14810811847370753,-0.055972985787622456,0.008425012208119087
139,2026-02-06 09:55:00+00:00,2026-02-06 10:00:00+00:00,2026-02-06 10:35:00+00:00,-1,stop_market,8,33.01453735,33.611947166996735,-0.018932182383170418,-0.05679654714951125,-0.01960204665220934,0.003469300471660275
140,2026-02-27 14:40:00+00:00,2026-02-27 14:45:00+00:00,2026-02-27 16:25:00+00:00,-1,target,21,28.078839043000002,27.84252239034979,0.007590350416034674,0.02277105124810402,-0.00935950965790379,0.009218295763710693
141,2026-02-28 18:50:00+00:00,2026-02-28 18:55:00+00:00,2026-02-28 20:20:00+00:00,1,target,18,29.488607361000003,30.07779580334331,0.019142598109568903,0.057427794328706705,-0.01589885679730453,0.026192916794759213
142,2026-02-28 20:30:00+00:00,2026-02-28 20:35:00+00:00,2026-02-28 20:45:00+00:00,1,target,3,29.906054802000003,30.468024809039157,0.01795406367035337,0.05386219101106011,-0.004730001560691603,0.020428812895746384
143,2026-02-28 21:00:00+00:00,2026-02-28 21:05:00+00:00,2026-02-28 22:25:00+00:00,1,target,17,30.155321979000004,30.778088106859602,0.019814061364452344,0.05944218409335703,-0.005167453507890955,0.02045005592808602
144,2026-02-28 22:40:00+00:00,2026-02-28 22:45:00+00:00,2026-02-28 23:45:00+00:00,1,target,13,30.906126729000004,31.383874170742175,0.014622284839401523,0.04386685451820457,-0.007537091466244498,0.015979785345815678
145,2026-03-01 01:50:00+00:00,2026-03-01 01:55:00+00:00,2026-03-01 02:00:00+00:00,1,target,2,30.639841311,31.15913658053468,0.0161120163560902,0.048336049068270596,-0.004064853551268414,0.018836869393079825
146,2026-03-01 03:25:00+00:00,2026-03-01 03:30:00+00:00,2026-03-01 05:45:00+00:00,1,target,28,31.018246905,31.45958575789721,0.013393139663125669,0.040179418989377005,-0.013769603847409122,0.016724126820860885
147,2026-03-01 06:15:00+00:00,2026-03-01 06:20:00+00:00,2026-03-01 09:20:00+00:00,1,time_open,37,31.074306993000004,30.872148096000004,-0.007332285650752828,-0.021996856952258486,-0.02150304771150892,0.004785078780147556
148,2026-03-02 22:45:00+00:00,2026-03-02 22:50:00+00:00,2026-03-03 01:50:00+00:00,1,time_open,37,33.145527030000004,32.921689031999996,-0.0075797110177607254,-0.022739133053282175,-0.027372356965905356,0.002307188234804025
149,2026-03-03 02:50:00+00:00,2026-03-03 02:55:00+00:00,2026-03-03 03:10:00+00:00,1,target,4,32.804161137,33.202031302683025,0.011294297386607876,0.033882892159823624,-0.0017913505915949795,0.01477979762918391
150,2026-03-03 04:35:00+00:00,2026-03-03 04:40:00+00:00,2026-03-03 05:05:00+00:00,1,target,6,33.004375737000004,33.33906778505172,0.009307310983249089,0.027921932949747267,-0.004274020385421144,0.014350347565248223
151,2026-03-09 14:50:00+00:00,2026-03-09 14:55:00+00:00,2026-03-09 16:20:00+00:00,1,target,18,33.096474453000006,33.82575923939846,0.02119666027402636,0.06358998082207908,-0.02750136670221205,0.03887198163136629
152,2026-03-09 17:15:00+00:00,2026-03-09 17:20:00+00:00,2026-03-09 20:20:00+00:00,1,time_open,37,33.929367189000004,34.172019032,0.006319387913195441,0.018958163739586323,-0.006143244102225901,0.02610224959595242
153,2026-03-09 20:30:00+00:00,2026-03-09 20:35:00+00:00,2026-03-09 21:05:00+00:00,1,target,7,34.24070089200001,34.7986353070355,0.015458400663412232,0.046375201990236696,-0.006947848020630657,0.017736176310043872
154,2026-03-09 21:35:00+00:00,2026-03-09 21:40:00+00:00,2026-03-10 00:40:00+00:00,1,time_open,37,34.936446627,34.309055199999996,-0.018779953913612875,-0.056339861740838625,-0.02716170393306795,0.012238032607173377
155,2026-03-10 03:40:00+00:00,2026-03-10 03:45:00+00:00,2026-03-10 06:45:00+00:00,1,time_open,37,34.568051763,34.08899712,-0.014681882229606105,-0.044045646688818316,-0.021331424799821544,0.008358823314112085
156,2026-04-08 07:25:00+00:00,2026-04-08 07:30:00+00:00,2026-04-08 07:50:00+00:00,1,target,5,39.098908161000004,39.393412419897366,0.006699842595916964,0.02009952778775089,-0.004888140730815575,0.008212296816008768
157,2026-04-08 09:35:00+00:00,2026-04-08 09:40:00+00:00,2026-04-08 12:40:00+00:00,1,time_open,37,39.441275127000004,39.408401072000004,-0.0016624707209484091,-0.004987412162845227,-0.010208338765688179,0.003720084417340619
158,2026-05-14 15:35:00+00:00,2026-05-14 15:40:00+00:00,2026-05-14 16:30:00+00:00,1,target,11,42.41946730200001,43.06887019708202,0.01447340638717408,0.04342021916152224,-0.002783085725192828,0.019979805308871335
159,2026-05-14 16:35:00+00:00,2026-05-14 16:40:00+00:00,2026-05-14 17:05:00+00:00,1,target,6,43.101198015,43.76899998127596,0.014658067181291382,0.043974201543874145,-0.0020897427082711287,0.015633022190369328
160,2026-05-14 17:20:00+00:00,2026-05-14 17:25:00+00:00,2026-05-14 18:15:00+00:00,1,target,11,43.534662624000006,44.314394250647034,0.01707384361705465,0.051221530851163946,-0.006654806694490826,0.018820345136849825
161,2026-05-14 18:30:00+00:00,2026-05-14 18:35:00+00:00,2026-05-14 21:35:00+00:00,1,time_open,37,44.11428389100001,43.9365962,-0.00485554712601357,-0.014566641378040712,-0.011437936497704986,0.014818694793170106
162,2026-05-14 22:05:00+00:00,2026-05-14 22:10:00+00:00,2026-05-14 23:35:00+00:00,1,target,18,44.08024740900001,44.57451197431599,0.010378863401763031,0.031136590205289093,-0.004980139520041075,0.012063285082456687
163,2026-05-15 00:00:00+00:00,2026-05-15 00:05:00+00:00,2026-05-15 00:25:00+00:00,1,target,5,44.268449133000004,44.7432939592854,0.009892713858009619,0.029678141574028857,-0.001486511215936696,0.012798073528572207
164,2026-05-15 01:00:00+00:00,2026-05-15 01:05:00+00:00,2026-05-15 01:35:00+00:00,1,target,7,45.331588659000005,45.85529840554884,0.010718752349013155,0.03215625704703946,-0.003714538139055438,0.015252307749481941
165,2026-05-15 02:00:00+00:00,2026-05-15 02:05:00+00:00,2026-05-15 03:00:00+00:00,1,target,12,46.06036980300001,46.83362347348514,0.015951546385803116,0.04785463915740935,-0.015033949125550687,0.017729562322072567
166,2026-05-15 03:15:00+00:00,2026-05-15 03:20:00+00:00,2026-05-15 06:20:00+00:00,1,time_open,37,46.562908449000005,45.718066384000004,-0.018965898918475586,-0.05689769675542676,-0.0315963142050605,0.007776394625275351
167,2026-05-15 07:20:00+00:00,2026-05-15 07:25:00+00:00,2026-05-15 10:25:00+00:00,1,time_open,37,46.238560797000005,45.48200408,-0.017184567879511822,-0.05155370363853547,-0.022875585247500455,0.012142229198371046
168,2026-05-17 20:15:00+00:00,2026-05-17 20:20:00+00:00,2026-05-17 23:20:00+00:00,1,time_open,37,46.455793638,45.638045264,-0.018424744449169594,-0.05527423334750878,-0.02034314741563438,0.01763410541177146
169,2026-05-18 00:30:00+00:00,2026-05-18 00:35:00+00:00,2026-05-18 03:35:00+00:00,1,time_open,37,46.284610155,45.275949696000005,-0.02261285289577144,-0.06783855868731431,-0.026743286547633152,0.015456322146913726
170,2026-05-20 16:30:00+00:00,2026-05-20 16:35:00+00:00,2026-05-20 17:10:00+00:00,1,target,8,51.47817687900001,52.13818772769607,0.011986538539807317,0.03595961561942195,-0.004788881468861265,0.012681550913010264
171,2026-05-20 19:05:00+00:00,2026-05-20 19:10:00+00:00,2026-05-20 19:20:00+00:00,1,target,3,51.822545991000005,52.408521045998775,0.01047332688364174,0.03141998065092522,-0.00274079154425723,0.01114291083074681
172,2026-05-20 21:20:00+00:00,2026-05-20 21:25:00+00:00,2026-05-20 22:15:00+00:00,1,target,11,52.489260609000006,53.205803233800786,0.01281624018453674,0.03844872055361022,-0.004763372006208592,0.018113026931017018
173,2026-05-20 22:50:00+00:00,2026-05-20 22:55:00+00:00,2026-05-20 23:35:00+00:00,1,target,9,53.81868555300001,54.77528526884314,0.016937797498793778,0.05081339249638134,-0.003028726510627703,0.01763912361005393
174,2026-05-21 00:05:00+00:00,2026-05-21 00:10:00+00:00,2026-05-21 00:35:00+00:00,1,target,6,55.11006972300001,55.9855602956926,0.015050307816419467,0.045150923449258404,-0.0023574954161248588,0.024876221058886427
175,2026-05-21 01:30:00+00:00,2026-05-21 01:35:00+00:00,2026-05-21 04:35:00+00:00,1,time_open,37,56.52558694500001,56.271851848,-0.0053163150897795565,-0.01594894526933867,-0.020645976133192093,0.006216884671041534
176,2026-05-21 05:45:00+00:00,2026-05-21 05:50:00+00:00,2026-05-21 06:25:00+00:00,1,target,8,56.187224271000005,56.87634280535041,0.011430275400607476,0.03429082620182243,-0.002180619182756597,0.013806977281139554
177,2026-05-21 06:55:00+00:00,2026-05-21 07:00:00+00:00,2026-05-21 07:10:00+00:00,1,target,3,56.555619135,57.338431057023065,0.013006390472229054,0.03901917141668716,-0.0021584161580307107,0.014488054017127938
178,2026-05-21 07:30:00+00:00,2026-05-21 07:35:00+00:00,2026-05-21 07:50:00+00:00,1,target,4,57.52966316400001,58.3981119107896,0.014260086683811853,0.04278026005143556,-0.0019732166555319767,0.01686672201145778
179,2026-05-21 08:15:00+00:00,2026-05-21 08:20:00+00:00,2026-05-21 09:30:00+00:00,1,target,15,58.34153336700001,59.24931391466605,0.014723990324019843,0.04417197097205953,-0.005137426570871143,0.015571524788099644
180,2026-05-21 10:20:00+00:00,2026-05-21 10:25:00+00:00,2026-05-21 13:25:00+00:00,1,time_open,37,58.273460403,58.91354907200001,0.010150345387795134,0.030451036163385403,-0.027947956775133523,0.01746145826870471
181,2026-05-21 13:35:00+00:00,2026-05-21 13:40:00+00:00,2026-05-21 13:55:00+00:00,1,target,4,58.613825223000006,59.617059972858875,0.016279588857853078,0.048838766573559234,-0.0025442821388225326,0.020220055123359115
182,2026-05-21 14:00:00+00:00,2026-05-21 14:05:00+00:00,2026-05-21 14:30:00+00:00,1,target,6,59.77907419500001,61.04393554058749,0.020320835247848414,0.06096250574354524,-0.015822631531290834,0.04083244576584888
183,2026-05-21 14:55:00+00:00,2026-05-21 15:00:00+00:00,2026-05-21 18:00:00+00:00,1,time_open,37,60.98036179500001,58.752506568,-0.037348151898602334,-0.11204445569580701,-0.039088780741795906,0.027396331471699842
184,2026-05-22 18:00:00+00:00,2026-05-22 18:05:00+00:00,2026-05-22 18:15:00+00:00,-1,stop_market,3,57.940762781000004,58.53202053276867,-0.011038075408107409,-0.033114226224322224,-0.011050303463701965,0.0011867772825137068
185,2026-05-22 18:30:00+00:00,2026-05-22 18:35:00+00:00,2026-05-22 18:35:00+00:00,-1,target,1,57.3384098,56.81758456809851,0.008257800648518747,0.024773401945556238,-0.004244383843580405,0.019487980289261575
186,2026-05-22 22:05:00+00:00,2026-05-22 22:10:00+00:00,2026-05-22 22:30:00+00:00,-1,target,5,55.781082607,55.30662066062032,0.007679990306710358,0.023039970920131075,-0.004966695461762442,0.010148290075118749
187,2026-05-24 01:40:00+00:00,2026-05-24 01:45:00+00:00,2026-05-24 04:45:00+00:00,1,time_open,37,60.877251276,59.892807528000006,-0.016993579657679492,-0.05098073897303848,-0.023235193560304693,0.0014578306697461407
188,2026-05-24 04:50:00+00:00,2026-05-24 04:55:00+00:00,2026-05-24 05:10:00+00:00,1,target,4,60.23756562900001,60.91257087489749,0.010371750002794581,0.031115250008383742,-0.0029639945615974753,0.011113237462532899
189,2026-05-24 05:55:00+00:00,2026-05-24 06:00:00+00:00,2026-05-24 08:10:00+00:00,1,target,27,61.36977919200001,62.27353649513527,0.013890993498660471,0.041672980495981414,-0.018970686882318635,0.01476656458490444
190,2026-05-24 08:40:00+00:00,2026-05-24 08:45:00+00:00,2026-05-24 09:35:00+00:00,1,target,11,62.636136537000006,63.70455724418864,0.016221181025222835,0.0486635430756685,-0.0018856418357703502,0.020177864294893322
191,2026-05-24 09:55:00+00:00,2026-05-24 10:00:00+00:00,2026-05-24 13:00:00+00:00,1,time_open,37,63.837424137000006,64.088915008,0.003108596096978729,0.009325788290936186,-0.022132707672289156,0.008217372021060987
192,2026-05-24 13:05:00+00:00,2026-05-24 13:10:00+00:00,2026-05-24 16:10:00+00:00,1,time_open,37,64.12573316100001,63.799838712,-0.005909331802525143,-0.017727995407575428,-0.04012934425425076,0.0032789775435715374
193,2026-05-28 21:45:00+00:00,2026-05-28 21:50:00+00:00,2026-05-29 00:50:00+00:00,1,time_open,37,61.90435217400001,62.058379088,0.0016577891820205425,0.004973367546061628,-0.013682745785646004,0.011237462336164628
194,2026-05-29 03:30:00+00:00,2026-05-29 03:35:00+00:00,2026-05-29 06:35:00+00:00,1,time_open,37,61.885331787000005,61.769302792000005,-0.002703448184576668,-0.008110344553730005,-0.017920130793195446,0.0030486741777415727
195,2026-05-29 17:15:00+00:00,2026-05-29 17:20:00+00:00,2026-05-29 20:20:00+00:00,1,time_open,37,67.22805838800001,65.978413704,-0.019409756664471974,-0.05822926999341592,-0.03653140253798827,0.003940938030232877
196,2026-06-01 07:00:00+00:00,2026-06-01 07:05:00+00:00,2026-06-01 10:05:00+00:00,1,time_open,37,73.70199747900001,72.348094856,-0.01919166364718259,-0.05757499094154777,-0.031282175853461616,0.003052868696864053
197,2026-06-05 00:35:00+00:00,2026-06-05 00:40:00+00:00,2026-06-05 01:00:00+00:00,-1,target,5,64.46375609100001,63.59967562853484,0.0125803639311235,0.0377410917933705,-0.0031021235300490316,0.01636200176593905
198,2026-06-05 05:30:00+00:00,2026-06-05 05:35:00+00:00,2026-06-05 05:50:00+00:00,-1,target,4,62.947384905,61.92474674052793,0.01542333369585078,0.046270001087552345,-0.0017429944120324209,0.024582195230752002
199,2026-06-05 16:20:00+00:00,2026-06-05 16:25:00+00:00,2026-06-05 17:25:00+00:00,-1,target,13,59.663911856,58.03801434555573,0.026432914409605296,0.07929874322881589,-0.009567399155463023,0.032882722486167415
200,2026-06-08 11:50:00+00:00,2026-06-08 11:55:00+00:00,2026-06-08 12:55:00+00:00,1,target,13,62.16062686200001,63.00904257320587,0.012813781523843958,0.03844134457153187,-0.01488727697477145,0.01348720533113723
201,2026-06-08 14:25:00+00:00,2026-06-08 14:30:00+00:00,2026-06-08 17:30:00+00:00,1,time_open,37,64.71536515800001,64.17893876800001,-0.009114896741930847,-0.027344690225792542,-0.022053497073938458,0.016744629955410817
202,2026-06-11 18:50:00+00:00,2026-06-11 18:55:00+00:00,2026-06-11 21:55:00+00:00,1,time_open,37,58.48969217100001,58.863535872,0.005559643854380876,0.01667893156314263,-0.008786942867237373,0.019171033174901098
203,2026-06-15 06:40:00+00:00,2026-06-15 06:45:00+00:00,2026-06-15 07:10:00+00:00,1,target,6,64.843502502,65.44470391523197,0.008438408069479408,0.025315224208438222,-0.0017024156544663976,0.010124337407279027
204,2026-06-15 07:45:00+00:00,2026-06-15 07:50:00+00:00,2026-06-15 08:40:00+00:00,1,target,11,65.22290916900002,65.96335461273492,0.010518506217615688,0.031555518652847066,-0.0031730351904343404,0.011439091578493876
205,2026-06-15 09:40:00+00:00,2026-06-15 09:45:00+00:00,2026-06-15 10:05:00+00:00,1,target,5,66.058805124,66.68158298712416,0.008594396442941257,0.025783189328823772,-0.0027581055150208847,0.010932605799398809
206,2026-06-15 11:05:00+00:00,2026-06-15 11:10:00+00:00,2026-06-15 14:10:00+00:00,1,time_open,37,67.74861634800001,66.76262068000001,-0.015377026573111685,-0.046131079719335055,-0.01639456475922975,0.010884113827687836
207,2026-06-16 10:05:00+00:00,2026-06-16 10:10:00+00:00,2026-06-16 10:25:00+00:00,1,target,4,73.60689554400001,74.55442986156648,0.012038241004495366,0.036114723013486096,-0.0031847216767389034,0.018151892511229617
208,2026-06-16 11:05:00+00:00,2026-06-16 11:10:00+00:00,2026-06-16 14:10:00+00:00,1,time_open,37,75.977436408,75.73498876000001,-0.00401904743742438,-0.012057142312273141,-0.0204921537891566,0.01334032365289528
209,2026-06-17 22:45:00+00:00,2026-06-17 22:50:00+00:00,2026-06-18 00:30:00+00:00,-1,stop_market,21,71.287426428,72.25748827085158,-0.014442720363755896,-0.04332816109126769,-0.017831106737680638,0.004845544934195201
210,2026-06-26 03:25:00+00:00,2026-06-26 03:30:00+00:00,2026-06-26 03:45:00+00:00,-1,stop_market,4,62.165225064,63.105275157725956,-0.015957392940213835,-0.0478721788206415,-0.019859213063983874,0.004604263295199695
