year,strategy,label,cost_bps_one_way,observations,start_ts,end_ts,gross_return,net_return,max_drawdown,turnover,average_abs_position,partial_year
2011,tsmom_12m,12M,0.0,258,2011-01-03T00:00:00+00:00,2011-12-30T00:00:00+00:00,0.12858363642591852,0.12858363642591852,-0.09870860042136564,0.6919556681554229,0.6132842828713029,False
2012,tsmom_12m,12M,0.0,258,2012-01-03T00:00:00+00:00,2012-12-31T00:00:00+00:00,-0.05403897355472753,-0.05403897355472753,-0.13745551574879633,4.3839763654753146,0.5886842832685805,False
2013,tsmom_12m,12M,0.0,258,2013-01-02T00:00:00+00:00,2013-12-31T00:00:00+00:00,0.19255061563845066,0.19255061563845066,-0.0760395227001458,4.071075186280914,0.5723837485006957,False
2014,tsmom_12m,12M,0.0,258,2014-01-02T00:00:00+00:00,2014-12-31T00:00:00+00:00,-0.02259405171145812,-0.02259405171145812,-0.09040599814444206,3.3744844186775937,0.6859806266358989,False
2015,tsmom_12m,12M,0.0,258,2015-01-02T00:00:00+00:00,2015-12-31T00:00:00+00:00,0.008023673871731862,0.008023673871731862,-0.08435474530585285,2.624195319599477,0.6873925228426901,False
2016,tsmom_12m,12M,0.0,258,2016-01-04T00:00:00+00:00,2016-12-30T00:00:00+00:00,-0.15980346017098757,-0.15980346017098757,-0.16354037811436295,1.758180640103421,0.6462142298425537,False
2017,tsmom_12m,12M,0.0,255,2017-01-03T00:00:00+00:00,2017-12-29T00:00:00+00:00,-4.448047763283558e-05,-4.448047763283558e-05,-0.15045659880267614,11.56806941158916,0.9071662868176676,False
2018,tsmom_12m,12M,0.0,252,2018-01-02T00:00:00+00:00,2018-12-31T00:00:00+00:00,-0.10421519629888953,-0.10421519629888953,-0.1406813878240878,2.469450685382983,0.9627030458621977,False
2019,tsmom_12m,12M,0.0,252,2019-01-02T00:00:00+00:00,2019-12-31T00:00:00+00:00,0.1334639016317618,0.1334639016317618,-0.05501808310782541,2.6949772657572666,0.9036344261618021,False
2020,tsmom_12m,12M,0.0,253,2020-01-02T00:00:00+00:00,2020-12-31T00:00:00+00:00,0.12003660178500541,0.12003660178500541,-0.10581711189990617,0.9577916514716582,0.5673420558208137,False
2021,tsmom_12m,12M,0.0,231,2021-01-04T00:00:00+00:00,2021-11-30T00:00:00+00:00,-0.04001559770211849,-0.04001559770211849,-0.08963574346169967,1.608558604333538,0.6248502302827291,True
1986,tsmom_12m,12M,2.0,40,1986-11-03T00:00:00+00:00,1986-12-31T00:00:00+00:00,0.0023783150844083334,0.002286604425663308,-0.03703639570676842,0.4581380138604358,0.4568165920884339,True
1987,tsmom_12m,12M,2.0,253,1987-01-02T00:00:00+00:00,1987-12-31T00:00:00+00:00,0.10939602904538126,0.10930154193339803,-0.037850017778742084,0.42650053257625603,0.5304718559255328,False
1988,tsmom_12m,12M,2.0,252,1988-01-04T00:00:00+00:00,1988-12-30T00:00:00+00:00,-0.059062367497599966,-0.059947765206350034,-0.10938530828068038,4.718941102570765,0.696016476573084,False
1989,tsmom_12m,12M,2.0,252,1989-01-03T00:00:00+00:00,1989-12-29T00:00:00+00:00,-0.006135362558415736,-0.006308809224550793,-0.1303747234778272,0.8702161767469113,0.7811269887956398,False
1990,tsmom_12m,12M,2.0,251,1990-01-02T00:00:00+00:00,1990-12-31T00:00:00+00:00,-0.12967542268529175,-0.1310244676202883,-0.15460659060093263,7.772175626620671,0.5959087017795616,False
1991,tsmom_12m,12M,2.0,252,1991-01-02T00:00:00+00:00,1991-12-31T00:00:00+00:00,0.06478424689731366,0.06399689418875143,-0.06466196719832462,3.7001026186942925,0.7507866861477928,False
1992,tsmom_12m,12M,2.0,254,1992-01-02T00:00:00+00:00,1992-12-31T00:00:00+00:00,0.05290810235257415,0.05271480586617794,-0.09964880009148291,0.9206438608580205,1.1319836285825442,False
1993,tsmom_12m,12M,2.0,251,1993-01-04T00:00:00+00:00,1993-12-30T00:00:00+00:00,-0.006750687687601009,-0.0074136231567552,-0.11691748241459354,3.319869161014422,0.9264840653408242,False
1994,tsmom_12m,12M,2.0,251,1994-01-03T00:00:00+00:00,1994-12-30T00:00:00+00:00,-0.0251035761476901,-0.025876869413077097,-0.060241743130945324,3.9679990227320094,0.8863220026345369,False
1995,tsmom_12m,12M,2.0,250,1995-01-03T00:00:00+00:00,1995-12-29T00:00:00+00:00,-0.04875325415445941,-0.051030238798455474,-0.10039222896821598,11.998834943373025,1.2661726615637514,False
1996,tsmom_12m,12M,2.0,251,1996-01-02T00:00:00+00:00,1996-12-31T00:00:00+00:00,-0.05602543305061514,-0.05815745803225014,-0.23417804403795595,11.271002595387024,1.6143613659979086,False
1997,tsmom_12m,12M,2.0,250,1997-01-02T00:00:00+00:00,1997-12-31T00:00:00+00:00,0.29230976332669645,0.291854340218777,-0.08149551881953154,1.7551135872807886,1.0626185921015,False
1998,tsmom_12m,12M,2.0,250,1998-01-02T00:00:00+00:00,1998-12-31T00:00:00+00:00,-0.007743941374702357,-0.00784452297078242,-0.08460129978011288,0.5081132455606311,0.7168848844141434,False
1999,tsmom_12m,12M,2.0,249,1999-01-04T00:00:00+00:00,1999-12-30T00:00:00+00:00,-0.06300918592878224,-0.06352572996773753,-0.19962346426679345,2.7707744794338813,0.8340795427800186,False
