config,signal_ts,entry_ts,exit_ts,side,entry_price,final_exit_price,exit_reason,bars_held,raw_ret_1x,net_ret_1x,mae_1x,mfe_1x,max_dev_atr,max_drawdown_atr_after_arm,armed,partial_taken,partial_fraction,partial_ts,adx14,atr_bps,slow_slope_atr
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-01 02:42:00+00:00,2026-06-01 02:43:00+00:00,2026-06-01 02:46:00+00:00,long,72.722,72.49413211578596,hard_stop,3,-0.0031334105802099943,-0.004633410580209994,-0.00422269739556108,0.0014438546794643958,1.2014649093934189,0.0,False,False,0.0,,15.267376445177334,20.889403868067518,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-01 03:02:00+00:00,2026-06-01 03:03:00+00:00,2026-06-01 03:11:00+00:00,long,72.706,72.818,armed_peak_drawdown_next_open,8,0.001540450581795083,4.0450581795083065e-05,-0.001582524138310447,0.0058041977278353585,2.455379270772344,1.8823547275036236,True,False,0.0,,16.278657758269105,23.171625807871408,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-01 04:44:00+00:00,2026-06-01 04:45:00+00:00,2026-06-01 04:46:00+00:00,long,73.415,73.15511481388587,hard_stop,1,-0.003539946688199014,-0.005039946688199013,-0.0039926786079140224,0.000980726009670807,1.0450714703727408,0.0,False,False,0.0,,20.66534522378614,23.599966047722713,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-01 04:51:00+00:00,2026-06-01 04:52:00+00:00,2026-06-01 05:25:00+00:00,long,73.154,73.762,armed_peak_drawdown_next_open,33,0.0083112338354705,0.0068112338354705,-0.002648262569374281,0.013095661207862763,2.564606152546489,2.1714967000543086,True,False,0.0,,20.196850379295995,25.353615788769886,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-01 06:17:00+00:00,2026-06-01 06:18:00+00:00,2026-06-01 06:34:00+00:00,long,73.546,73.28683245259309,hard_stop,16,-0.0035238836565811837,-0.005023883656581183,-0.0042737742365323555,0.003276860740216936,1.2901429944433003,0.0,False,False,0.0,,16.304699290939972,23.492557710540897,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-01 07:05:00+00:00,2026-06-01 07:06:00+00:00,2026-06-01 07:12:00+00:00,long,73.713,73.44335347951855,hard_stop,6,-0.0036580592362466247,-0.005158059236246624,-0.0030194063462345975,0.0029031514115558377,2.440763333191146,1.5017964752658128,True,False,0.0,,17.30861455422533,24.387061574976705,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-15 06:48:00+00:00,2026-06-15 06:49:00+00:00,2026-06-15 07:00:00+00:00,long,64.988,64.8566395197292,hard_stop,11,-0.0020213036294516318,-0.003521303629451632,-0.0025309595617651324,0.0032621407028989857,3.129656051414303,1.315862510496401,True,False,0.0,,25.81146522555663,13.475357529677948,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-15 14:47:00+00:00,2026-06-15 14:48:00+00:00,2026-06-15 15:06:00+00:00,long,67.483,67.9,armed_peak_drawdown_next_open,18,0.006179334054502661,0.004679334054502661,-0.0031004030644755085,0.010076611887438247,3.1009390387895386,1.8390845985455642,True,False,0.0,,15.791773617664495,20.73096751268848,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-15 18:36:00+00:00,2026-06-15 18:37:00+00:00,2026-06-15 18:51:00+00:00,long,68.318,68.13506016796329,hard_stop,14,-0.0026777691389781033,-0.004177769138978103,-0.0035931526098538767,0.0013905559296232273,1.766161421075878,0.0,False,False,0.0,,22.139457582177478,17.85179425985405,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-16 10:14:00+00:00,2026-06-16 10:15:00+00:00,2026-06-16 10:53:00+00:00,long,73.634,76.097,armed_peak_drawdown_next_open,38,0.033449221826873377,0.031949221826873375,-0.0015135806828367447,0.04109514626395416,4.553850878696205,1.9384195986393598,True,False,0.0,,20.94924712980837,19.054763695160055,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-16 11:58:00+00:00,2026-06-16 11:59:00+00:00,2026-06-16 12:02:00+00:00,long,75.406,75.10326143928468,hard_stop,3,-0.004014780796161133,-0.005514780796161132,-0.0020437233111424966,0.0036999708246028273,1.9983018744709835,0.0,False,False,0.0,,18.407365486907466,26.76449543066406,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-16 12:10:00+00:00,2026-06-16 12:11:00+00:00,2026-06-16 12:25:00+00:00,long,75.307,75.579,armed_peak_drawdown_next_open,14,0.003611882029558977,0.002111882029558977,-0.004208911522169343,0.00920233178854546,2.4803711679083906,1.966797129757709,True,False,0.0,,14.50705649349262,30.15548784218667,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-16 13:49:00+00:00,2026-06-16 13:50:00+00:00,2026-06-16 13:52:00+00:00,long,76.18,75.77158932409233,hard_stop,2,-0.00536112727628868,-0.006861127276288679,-0.003167104226831362,0.001522709372538733,0.7600833473114835,0.0,False,False,0.0,,12.959832944751756,35.740379351603266,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-06-16 14:00:00+00:00,2026-06-16 14:01:00+00:00,2026-06-16 14:09:00+00:00,long,76.081,75.68199687113572,hard_stop,8,-0.0052444516878626946,-0.006744451687862694,-0.005745475217202865,0.0058753170962526635,1.570548218634117,0.0,False,False,0.0,,12.39820930749026,34.96117314970395,0.0
